Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (GO)	Gene ontology (molecular function)	Gene ontology IDs	Gene names  (ordered locus )
A0A0M0JTH6	A0A0M0JTH6_9EUKA	unreviewed	Transcription elongation factor spt4	Ctob_007207	Chrysochromulina tobinii	121	positive regulation of DNA-templated transcription, elongation [GO:0032786]	nucleus [GO:0005634]	nucleus [GO:0005634]; translation elongation factor activity [GO:0003746]; zinc ion binding [GO:0008270]; positive regulation of DNA-templated transcription, elongation [GO:0032786]	translation elongation factor activity [GO:0003746]; zinc ion binding [GO:0008270]	GO:0003746; GO:0005634; GO:0008270; GO:0032786	
A0A0M0JL20	A0A0M0JL20_9EUKA	unreviewed	ADP,ATP carrier protein	Ctob_002341	Chrysochromulina tobinii	390		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; ATP:ADP antiporter activity [GO:0005471]	ATP:ADP antiporter activity [GO:0005471]; ATP binding [GO:0005524]	GO:0005471; GO:0005524; GO:0016021	
A0A0M0KBV6	A0A0M0KBV6_9EUKA	unreviewed	Uncharacterized protein	Ctob_015829	Chrysochromulina tobinii	179		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
A0A0M0JYP8	A0A0M0JYP8_9EUKA	unreviewed	Uncharacterized protein	Ctob_006675	Chrysochromulina tobinii	144						
A0A0M0K507	A0A0M0K507_9EUKA	unreviewed	Uncharacterized protein	Ctob_008044	Chrysochromulina tobinii	45						
A0A0M0JZZ6	A0A0M0JZZ6_9EUKA	unreviewed	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	Ctob_014672	Chrysochromulina tobinii	66			peptidyl-prolyl cis-trans isomerase activity [GO:0003755]	peptidyl-prolyl cis-trans isomerase activity [GO:0003755]	GO:0003755	
A0A0M0LQP0	A0A0M0LQP0_9EUKA	unreviewed	Casein kinase ii alpha subunit	Ctob_013667	Chrysochromulina tobinii	370			ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	GO:0004674; GO:0005524	
A0A0M0JPB8	A0A0M0JPB8_9EUKA	unreviewed	Cyclin-dependent kinase 1-like protein	Ctob_004655	Chrysochromulina tobinii	83			ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	GO:0004672; GO:0005524	
A0A0M0LS44	A0A0M0LS44_9EUKA	unreviewed	Uncharacterized protein	Ctob_015676	Chrysochromulina tobinii	872						
A0A0M0JP00	A0A0M0JP00_9EUKA	unreviewed	Uncharacterized protein	Ctob_008385	Chrysochromulina tobinii	165						
A0A0M0JF98	A0A0M0JF98_9EUKA	unreviewed	Uncharacterized protein	Ctob_004502	Chrysochromulina tobinii	216						
A0A0M0LPR9	A0A0M0LPR9_9EUKA	unreviewed	Uncharacterized protein (Fragment)	Ctob_013827	Chrysochromulina tobinii	258						
A0A0M0K191	A0A0M0K191_9EUKA	unreviewed	Uncharacterized protein (Fragment)	Ctob_016105	Chrysochromulina tobinii	865						
A0A0M0LQC8	A0A0M0LQC8_9EUKA	unreviewed	Glycoside hydrolase family 3 domain protein	Ctob_010784	Chrysochromulina tobinii	528	carbohydrate metabolic process [GO:0005975]		hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]	GO:0004553; GO:0005975	
A0A0M0JY26	A0A0M0JY26_9EUKA	unreviewed	Uncharacterized protein	Ctob_012255	Chrysochromulina tobinii	415						
A0A0M0K844	A0A0M0K844_9EUKA	unreviewed	Uncharacterized protein (Fragment)	Ctob_015296	Chrysochromulina tobinii	340						
A0A0M0J9S1	A0A0M0J9S1_9EUKA	unreviewed	Uncharacterized protein	Ctob_000226	Chrysochromulina tobinii	340						
A0A0M0JHB8	A0A0M0JHB8_9EUKA	unreviewed	N-acylglucosamine 2-epimerase	Ctob_012054	Chrysochromulina tobinii	420	carbohydrate metabolic process [GO:0005975]		carbohydrate metabolic process [GO:0005975]		GO:0005975	
A0A0M0JI66	A0A0M0JI66_9EUKA	unreviewed	Uncharacterized protein (Fragment)	Ctob_009274	Chrysochromulina tobinii	210						
A0A0M0K4J2	A0A0M0K4J2_9EUKA	unreviewed	Palmitoyltransferase (EC 2.3.1.225)	Ctob_011673	Chrysochromulina tobinii	304		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]; protein-cysteine S-palmitoyltransferase activity [GO:0019706]	protein-cysteine S-palmitoyltransferase activity [GO:0019706]	GO:0016021; GO:0019706	
A0A0M0LPM9	A0A0M0LPM9_9EUKA	unreviewed	GLOBIN domain-containing protein	Ctob_012815	Chrysochromulina tobinii	1648			heme binding [GO:0020037]; oxygen binding [GO:0019825]	heme binding [GO:0020037]; oxygen binding [GO:0019825]	GO:0019825; GO:0020037	
A0A0M0K441	A0A0M0K441_9EUKA	unreviewed	Uncharacterized protein	Ctob_013621	Chrysochromulina tobinii	188						
A0A0M0K115	A0A0M0K115_9EUKA	unreviewed	60s ribosomal protein l22	Ctob_010073	Chrysochromulina tobinii	132	translation [GO:0006412]	ribosome [GO:0005840]	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005840; GO:0006412	
A0A0M0JY81	A0A0M0JY81_9EUKA	unreviewed	PPM-type phosphatase domain-containing protein	Ctob_007571	Chrysochromulina tobinii	295			phosphatase activity [GO:0016791]	phosphatase activity [GO:0016791]	GO:0016791	
A0A0M0J598	A0A0M0J598_9EUKA	unreviewed	GpcrRhopsn4 domain-containing protein	Ctob_001111	Chrysochromulina tobinii	479	G protein-coupled receptor signaling pathway [GO:0007186]; response to pheromone [GO:0019236]	integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]; G protein-coupled receptor signaling pathway [GO:0007186]; response to pheromone [GO:0019236]		GO:0007186; GO:0016021; GO:0019236	
A0A0M0JN33	A0A0M0JN33_9EUKA	unreviewed	Uncharacterized protein	Ctob_009882	Chrysochromulina tobinii	223						
A0A0M0JQ47	A0A0M0JQ47_9EUKA	unreviewed	Calcium calmodulin-dependent protein kinase type 1-like protein	Ctob_013555	Chrysochromulina tobinii	303			ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	GO:0004674; GO:0005524	
A0A0M0JST7	A0A0M0JST7_9EUKA	unreviewed	Camp phosphodiesterase (Fragment)	Ctob_013620	Chrysochromulina tobinii	894	phosphorelay signal transduction system [GO:0000160]		phosphorelay signal transduction system [GO:0000160]		GO:0000160	
A0A0M0K240	A0A0M0K240_9EUKA	unreviewed	Uncharacterized protein	Ctob_012971	Chrysochromulina tobinii	257						
A0A0M0JJU6	A0A0M0JJU6_9EUKA	unreviewed	Uncharacterized protein	Ctob_011764	Chrysochromulina tobinii	254						
A0A0M0K8B4	A0A0M0K8B4_9EUKA	unreviewed	Reverse transcriptase	Ctob_016471	Chrysochromulina tobinii	131			RNA-directed DNA polymerase activity [GO:0003964]	RNA-directed DNA polymerase activity [GO:0003964]	GO:0003964	
A0A0M0JF95	A0A0M0JF95_9EUKA	unreviewed	Uncharacterized protein	Ctob_011992	Chrysochromulina tobinii	161			calcium ion binding [GO:0005509]	calcium ion binding [GO:0005509]	GO:0005509	
A0A0M0JPN4	A0A0M0JPN4_9EUKA	unreviewed	Uncharacterized protein	Ctob_001943	Chrysochromulina tobinii	413						
A0A0M0K6U3	A0A0M0K6U3_9EUKA	unreviewed	Lvivd repeat-containing protein (Fragment)	Ctob_015798	Chrysochromulina tobinii	369						
A0A0M0J852	A0A0M0J852_9EUKA	unreviewed	Uncharacterized protein	Ctob_000588	Chrysochromulina tobinii	112						
A0A0M0JDG2	A0A0M0JDG2_9EUKA	unreviewed	Uncharacterized protein	Ctob_011146	Chrysochromulina tobinii	786		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
A0A0M0J7U6	A0A0M0J7U6_9EUKA	unreviewed	Uncharacterized protein	Ctob_000748	Chrysochromulina tobinii	387	reciprocal meiotic recombination [GO:0007131]		reciprocal meiotic recombination [GO:0007131]		GO:0007131	
A0A0M0K0K7	A0A0M0K0K7_9EUKA	unreviewed	Uncharacterized protein (Fragment)	Ctob_012103	Chrysochromulina tobinii	147						
A0A0M0J2X2	A0A0M0J2X2_9EUKA	unreviewed	Uncharacterized protein	Ctob_000915	Chrysochromulina tobinii	693						
A0A0M0JB33	A0A0M0JB33_9EUKA	unreviewed	Protein kinase involved in the response to oxidative and osmotic stress	Ctob_002515	Chrysochromulina tobinii	592			ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	GO:0004672; GO:0005524	
A0A0M0K9H4	A0A0M0K9H4_9EUKA	unreviewed	Uncharacterized protein	Ctob_016233	Chrysochromulina tobinii	109						
A0A0M0J9I3	A0A0M0J9I3_9EUKA	unreviewed	Signal recognition particle 14kda (Homologous alu RNA binding protein)	Ctob_009187	Chrysochromulina tobinii	111	SRP-dependent cotranslational protein targeting to membrane [GO:0006614]	signal recognition particle, endoplasmic reticulum targeting [GO:0005786]	signal recognition particle, endoplasmic reticulum targeting [GO:0005786]; 7S RNA binding [GO:0008312]; endoplasmic reticulum signal peptide binding [GO:0030942]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]	7S RNA binding [GO:0008312]; endoplasmic reticulum signal peptide binding [GO:0030942]	GO:0005786; GO:0006614; GO:0008312; GO:0030942	
A0A0M0JF18	A0A0M0JF18_9EUKA	unreviewed	DNA-binding protein	Ctob_009627	Chrysochromulina tobinii	149			DNA binding [GO:0003677]	DNA binding [GO:0003677]	GO:0003677	
A0A0M0JYJ5	A0A0M0JYJ5_9EUKA	unreviewed	Uncharacterized protein	Ctob_008360	Chrysochromulina tobinii	520						
A0A0M0LRF5	A0A0M0LRF5_9EUKA	unreviewed	Uncharacterized protein (Fragment)	Ctob_016402	Chrysochromulina tobinii	146						
A0A0M0J4M8	A0A0M0J4M8_9EUKA	unreviewed	Uncharacterized protein	Ctob_002988	Chrysochromulina tobinii	234						
A0A0M0JDT3	A0A0M0JDT3_9EUKA	unreviewed	Uncharacterized protein	Ctob_011482	Chrysochromulina tobinii	624		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
A0A0M0K2B6	A0A0M0K2B6_9EUKA	unreviewed	Ste23p	Ctob_009145	Chrysochromulina tobinii	1093			metal ion binding [GO:0046872]; metallopeptidase activity [GO:0008237]	metal ion binding [GO:0046872]; metallopeptidase activity [GO:0008237]	GO:0008237; GO:0046872	
A0A0M0J9A0	A0A0M0J9A0_9EUKA	unreviewed	Ubiquitin-like domain-containing protein	Ctob_001871	Chrysochromulina tobinii	313						
A0A0M0JF25	A0A0M0JF25_9EUKA	unreviewed	Uncharacterized protein	Ctob_009625	Chrysochromulina tobinii	295						
A0A0M0JCK3	A0A0M0JCK3_9EUKA	unreviewed	Cyclin N-terminal domain-containing protein	Ctob_001548	Chrysochromulina tobinii	320						
A0A0M0JTN3	A0A0M0JTN3_9EUKA	unreviewed	Uncharacterized protein	Ctob_007060	Chrysochromulina tobinii	273						
A0A0M0JZ11	A0A0M0JZ11_9EUKA	unreviewed	Ribosomal RNA processing protein 1-like b	Ctob_004499	Chrysochromulina tobinii	306	rRNA processing [GO:0006364]	preribosome, small subunit precursor [GO:0030688]	preribosome, small subunit precursor [GO:0030688]; rRNA processing [GO:0006364]		GO:0006364; GO:0030688	
A0A0M0JKZ4	A0A0M0JKZ4_9EUKA	unreviewed	Uncharacterized protein	Ctob_004877	Chrysochromulina tobinii	288						
A0A0M0JH11	A0A0M0JH11_9EUKA	unreviewed	Uncharacterized protein	Ctob_003982	Chrysochromulina tobinii	107						
A0A0M0JZY0	A0A0M0JZY0_9EUKA	unreviewed	Uncharacterized protein	Ctob_005540	Chrysochromulina tobinii	586						
A0A0M0KW98	A0A0M0KW98_9EUKA	unreviewed	Protein pelota-like protein	Ctob_015412	Chrysochromulina tobinii	233	nuclear-transcribed mRNA catabolic process, no-go decay [GO:0070966]; nuclear-transcribed mRNA catabolic process, non-stop decay [GO:0070481]; RNA surveillance [GO:0071025]		nuclear-transcribed mRNA catabolic process, no-go decay [GO:0070966]; nuclear-transcribed mRNA catabolic process, non-stop decay [GO:0070481]; RNA surveillance [GO:0071025]		GO:0070481; GO:0070966; GO:0071025	
A0A0M0JU49	A0A0M0JU49_9EUKA	unreviewed	Cap-gly domain containing protein	Ctob_006039	Chrysochromulina tobinii	123						
A0A0M0LQ56	A0A0M0LQ56_9EUKA	unreviewed	Uncharacterized protein (Fragment)	Ctob_013881	Chrysochromulina tobinii	191						
A0A0M0K5S4	A0A0M0K5S4_9EUKA	unreviewed	Uncharacterized protein	Ctob_005514	Chrysochromulina tobinii	67						
A0A0M0JKH0	A0A0M0JKH0_9EUKA	unreviewed	Uncharacterized protein (Fragment)	Ctob_004265	Chrysochromulina tobinii	122						
A0A0M0J6G6	A0A0M0J6G6_9EUKA	unreviewed	Uncharacterized protein	Ctob_002301	Chrysochromulina tobinii	242						
A0A0M0K6S3	A0A0M0K6S3_9EUKA	unreviewed	Uncharacterized protein (Fragment)	Ctob_016539	Chrysochromulina tobinii	718						
A0A0M0JEV3	A0A0M0JEV3_9EUKA	unreviewed	Uncharacterized protein (Fragment)	Ctob_006234	Chrysochromulina tobinii	267						
A0A0M0JWW4	A0A0M0JWW4_9EUKA	unreviewed	Uncharacterized protein	Ctob_014088	Chrysochromulina tobinii	251						
A0A0M0JIK0	A0A0M0JIK0_9EUKA	unreviewed	Ngg1 interacting factor 3 like 1 binding protein 1 isoform 1	Ctob_013300	Chrysochromulina tobinii	185	mRNA processing [GO:0006397]	THO complex part of transcription export complex [GO:0000445]	THO complex part of transcription export complex [GO:0000445]; mRNA processing [GO:0006397]		GO:0000445; GO:0006397	
A0A0M0JT33	A0A0M0JT33_9EUKA	unreviewed	Tap domain protein	Ctob_014063	Chrysochromulina tobinii	448			hydrolase activity [GO:0016787]	hydrolase activity [GO:0016787]	GO:0016787	
A0A0M0JBI0	A0A0M0JBI0_9EUKA	unreviewed	Cilia- and flagella-associated protein 300	Ctob_005727	Chrysochromulina tobinii	240		cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; motile cilium [GO:0031514]	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; motile cilium [GO:0031514]		GO:0005737; GO:0005856; GO:0031514	
A0A0M0LQY2	A0A0M0LQY2_9EUKA	unreviewed	Neuronal calcium sensor 1	Ctob_016130	Chrysochromulina tobinii	723			calcium ion binding [GO:0005509]	calcium ion binding [GO:0005509]	GO:0005509	
A0A0M0JDR1	A0A0M0JDR1_9EUKA	unreviewed	Gamma-glutamyltransferase	Ctob_005848	Chrysochromulina tobinii	334			transferase activity [GO:0016740]	transferase activity [GO:0016740]	GO:0016740	
A0A0M0LRJ4	A0A0M0LRJ4_9EUKA	unreviewed	Uncharacterized protein (Fragment)	Ctob_012362	Chrysochromulina tobinii	544						
A0A0M0JXT2	A0A0M0JXT2_9EUKA	unreviewed	Uncharacterized protein	Ctob_014503	Chrysochromulina tobinii	324		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
A0A0M0JUM0	A0A0M0JUM0_9EUKA	unreviewed	Uncharacterized protein (Fragment)	Ctob_011580	Chrysochromulina tobinii	138	RNA processing [GO:0006396]		RNA processing [GO:0006396]		GO:0006396	
A0A0M0JN80	A0A0M0JN80_9EUKA	unreviewed	Dual specificity protein kinase (Fragment)	Ctob_013286	Chrysochromulina tobinii	414			ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	GO:0004674; GO:0005524	
A0A0M0JKB7	A0A0M0JKB7_9EUKA	unreviewed	Nuclear protein set	Ctob_013138	Chrysochromulina tobinii	254						
A0A0M0JFC5	A0A0M0JFC5_9EUKA	unreviewed	Carboxypeptidase (EC 3.4.16.-)	Ctob_003764	Chrysochromulina tobinii	471			serine-type carboxypeptidase activity [GO:0004185]	serine-type carboxypeptidase activity [GO:0004185]	GO:0004185	
A0A0M0JHB0	A0A0M0JHB0_9EUKA	unreviewed	Formate nitrite transporter	Ctob_006545	Chrysochromulina tobinii	391		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]	transmembrane transporter activity [GO:0022857]	GO:0016021; GO:0022857	
A0A0M0JMU5	A0A0M0JMU5_9EUKA	unreviewed	Polycystic kidney disease and receptor for egg jelly-like protein	Ctob_002533	Chrysochromulina tobinii	426		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
A0A0M0J743	A0A0M0J743_9EUKA	unreviewed	Uncharacterized protein	Ctob_001140	Chrysochromulina tobinii	399						
A0A0M0JEE6	A0A0M0JEE6_9EUKA	unreviewed	Flagellar associated protein	Ctob_006575	Chrysochromulina tobinii	376		motile cilium [GO:0031514]	motile cilium [GO:0031514]		GO:0031514	
A0A0M0K957	A0A0M0K957_9EUKA	unreviewed	Phosphate transporter	Ctob_016460	Chrysochromulina tobinii	613	phosphate ion transport [GO:0006817]	integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]; inorganic phosphate transmembrane transporter activity [GO:0005315]; symporter activity [GO:0015293]; phosphate ion transport [GO:0006817]	inorganic phosphate transmembrane transporter activity [GO:0005315]; symporter activity [GO:0015293]	GO:0005315; GO:0006817; GO:0015293; GO:0016021	
A0A0M0JC46	A0A0M0JC46_9EUKA	unreviewed	Uncharacterized protein	Ctob_002124	Chrysochromulina tobinii	256						
A0A0M0K148	A0A0M0K148_9EUKA	unreviewed	Uncharacterized protein	Ctob_011882	Chrysochromulina tobinii	184			nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]	GO:0003676	
A0A0M0JW66	A0A0M0JW66_9EUKA	unreviewed	Uncharacterized protein	Ctob_016324	Chrysochromulina tobinii	95						
A0A0M0JCI2	A0A0M0JCI2_9EUKA	unreviewed	WW domain-containing protein	Ctob_007624	Chrysochromulina tobinii	267						
A0A0M0JBT8	A0A0M0JBT8_9EUKA	unreviewed	Uncharacterized protein	Ctob_000773	Chrysochromulina tobinii	115		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
A0A0M0JKH7	A0A0M0JKH7_9EUKA	unreviewed	Uncharacterized protein	Ctob_006645	Chrysochromulina tobinii	503						
A0A0M0J5Z1	A0A0M0J5Z1_9EUKA	unreviewed	Uncharacterized protein	Ctob_000677	Chrysochromulina tobinii	676						
A0A0M0JAA9	A0A0M0JAA9_9EUKA	unreviewed	Efflux	Ctob_003326	Chrysochromulina tobinii	713		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]		GO:0005886; GO:0016021	
A0A0M0K7H2	A0A0M0K7H2_9EUKA	unreviewed	Uncharacterized protein	Ctob_011342	Chrysochromulina tobinii	468						
A0A0M0JGK6	A0A0M0JGK6_9EUKA	unreviewed	Threonine synthase (EC 4.2.3.1)	Ctob_012938	Chrysochromulina tobinii	561	threonine biosynthetic process [GO:0009088]		pyridoxal phosphate binding [GO:0030170]; threonine synthase activity [GO:0004795]; threonine biosynthetic process [GO:0009088]	pyridoxal phosphate binding [GO:0030170]; threonine synthase activity [GO:0004795]	GO:0004795; GO:0009088; GO:0030170	
A0A0M0JB07	A0A0M0JB07_9EUKA	unreviewed	Dihydroxy-acid dehydratase	Ctob_001184	Chrysochromulina tobinii	615	branched-chain amino acid biosynthetic process [GO:0009082]; cellular amino acid biosynthetic process [GO:0008652]		4 iron, 4 sulfur cluster binding [GO:0051539]; dihydroxy-acid dehydratase activity [GO:0004160]; metal ion binding [GO:0046872]; branched-chain amino acid biosynthetic process [GO:0009082]; cellular amino acid biosynthetic process [GO:0008652]	4 iron, 4 sulfur cluster binding [GO:0051539]; dihydroxy-acid dehydratase activity [GO:0004160]; metal ion binding [GO:0046872]	GO:0004160; GO:0008652; GO:0009082; GO:0046872; GO:0051539	
A0A0M0J8N5	A0A0M0J8N5_9EUKA	unreviewed	Uncharacterized protein	Ctob_004471	Chrysochromulina tobinii	396						
A0A0M0K7Y5	A0A0M0K7Y5_9EUKA	unreviewed	Uncharacterized protein (Fragment)	Ctob_014726	Chrysochromulina tobinii	451			nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]	GO:0003676	
A0A0M0J8R9	A0A0M0J8R9_9EUKA	unreviewed	Polynucleotide phosphorylase polyadenylase	Ctob_007222	Chrysochromulina tobinii	180			nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]	GO:0003676	
A0A0M0K3Y4	A0A0M0K3Y4_9EUKA	unreviewed	N-acetyltransferase domain-containing protein	Ctob_012702	Chrysochromulina tobinii	317			N-acetyltransferase activity [GO:0008080]	N-acetyltransferase activity [GO:0008080]	GO:0008080	
A0A0M0LS25	A0A0M0LS25_9EUKA	unreviewed	Papain family cysteine protease domain containing protein (Fragment)	Ctob_009475	Chrysochromulina tobinii	338			peptidase activity [GO:0008233]	peptidase activity [GO:0008233]	GO:0008233	
A0A0M0JI88	A0A0M0JI88_9EUKA	unreviewed	Polyketide non-ribosomal peptide rhizoxin biosynthesis	Ctob_001678	Chrysochromulina tobinii	258						
A0A0M0JQE3	A0A0M0JQE3_9EUKA	unreviewed	Asch domain-containing protein	Ctob_008715	Chrysochromulina tobinii	194						
A0A0M0K718	A0A0M0K718_9EUKA	unreviewed	Uncharacterized protein	Ctob_009279	Chrysochromulina tobinii	740						
A0A0M0JQJ3	A0A0M0JQJ3_9EUKA	unreviewed	Uncharacterized protein	Ctob_010411	Chrysochromulina tobinii	164						
A0A0M0JDK2	A0A0M0JDK2_9EUKA	unreviewed	Uncharacterized protein	Ctob_001891	Chrysochromulina tobinii	359						
A0A0M0JB43	A0A0M0JB43_9EUKA	unreviewed	U5 small nuclear ribonucleoprotein 200 kDa helicase-like protein	Ctob_003504	Chrysochromulina tobinii	94			helicase activity [GO:0004386]	helicase activity [GO:0004386]	GO:0004386	
